osmid,amenity,access,fee,parking,capacity,zone_name,zone_type,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,connector_CHADEMO,connector_J1772,connector_J1772COMBO,connector_TESLA,cs_total,chargers_in_radius,distance_to_nearest_charger,geometry,zip,traffic,Population,Median Income,zoning_score,percentile_distance_to_nearest_charger,percentile_chargers_in_radius,percentile_cs_total,percentile_traffic,percentile_Population,percentile_Median Income,distance_score,radius_score,cs_total_score,traffic_score,population_score,income_score,demand_score
69707348,parking,yes,no,street_side,,OP-1-1,Other,0.0,0.0,0.0,False,False,False,False,0.0,0,2733.5380632548813,"POLYGON ((-117.2558012 32.7347244, -117.2558495 32.7346431, -117.2558917 32.7345942, -117.2559273 32.7345529, -117.2560345 32.7344852, -117.2561123 32.7344288, -117.2561633 32.7343453, -117.2561713 32.7342438, -117.2561392 32.7341693, -117.2561204 32.7341039, -117.2560077 32.7342686, -117.2559004 32.7344288, -117.2558522 32.7345709, -117.2558012 32.7347244))",92106,5212,6054.0,35366.0,0.04000000000000001,0.9697885196374623,0.3685800604229607,0.2824773413897281,0.5634441087613293,0.7009063444108762,0.2537764350453172,0.48489425981873113,-0.1105740181268882,-0.05649546827794562,0.056344410876132935,0.14018126888217525,0.025377643504531724,0.9193368056502416
70811476,parking,yes,yes,surface,,CCPD-R,Commercial,0.0,0.0,0.0,False,False,False,False,0.0,0,281.7021876562269,"POLYGON ((-117.1636614 32.7102982, -117.1629918 32.7102991, -117.1629806 32.7094744, -117.1635866 32.7094577, -117.1635862 32.7094773, -117.1636397 32.7094753, -117.1636614 32.7102982))",92101,2753,7888.0,59444.0,0.1,0.338368580060423,0.3685800604229607,0.2824773413897281,0.46827794561933533,0.9274924471299094,0.8549848942598187,0.1691842900302115,-0.1105740181268882,-0.05649546827794562,0.04682779456193353,0.1854984894259819,0.08549848942598187,0.7751083962804397
71075399,parking,yes,,surface,,CC-3-6,Commercial,0.0,0.0,2.0,False,True,False,False,2.0,0,336.36393284308593,"POLYGON ((-117.1815895 32.7435533, -117.1814898 32.743614, -117.1814599 32.7436108, -117.1812529 32.743744, -117.1811776 32.7437098, -117.1811085 32.7436765, -117.1812223 32.7435284, -117.1813939 32.7433253, -117.1815895 32.7435533))",92110,10295,3950.5,43214.5,0.1,0.3806646525679758,0.3685800604229607,0.5966767371601208,0.7129909365558912,0.283987915407855,0.486404833836858,0.1903323262839879,-0.1105740181268882,-0.11933534743202417,0.07129909365558912,0.056797583081571006,0.048640483383685804,0.6101278939761665
79130749,parking,yes,no,surface,,AR-1-1,Agricultural,0.0,0.0,2.0,False,True,False,False,2.0,0,1276.234904334333,"POLYGON ((-117.1024625 32.9128977, -117.1028295 32.9125897, -117.102868 32.9125573, -117.1028449 32.912526, -117.1028862 32.9125239, -117.1028269 32.9124387, -117.1027657 32.9123683, -117.1024925 32.9121163, -117.1023768 32.9120898, -117.1023533 32.9121528, -117.1023106 32.9121954, -117.1022586 32.9122403, -117.10228 32.9122684, -117.1023278 32.9123353, -117.1023626 32.9123981, -117.1023995 32.9124946, -117.1024098 32.9125314, -117.1024294 32.9126017, -117.1024445 32.9127065, -117.10238 32.9127524, -117.1023605 32.9128198, -117.1024039 32.9128356, -117.1024625 32.9128977))",92131,4050,4753.0,61994.0,0.0,0.7552870090634441,0.3685800604229607,0.5966767371601208,0.5015105740181269,0.4984894259818731,0.8851963746223565,0.3776435045317221,-0.1105740181268882,-0.11933534743202417,0.05015105740181269,0.09969788519637462,0.08851963746223565,0.7445665512257643
79130750,parking,yes,no,surface,,AR-1-1,Agricultural,0.0,0.0,6.0,False,True,False,False,6.0,0,1626.8856760830631,"POLYGON ((-117.0994809 32.9135595, -117.0983941 32.9141757, -117.0983594 32.914129, -117.0982381 32.914025, -117.0982421 32.913861, -117.0982566 32.9136506, -117.0982815 32.9136295, -117.0986625 32.9133915, -117.0990218 32.9133495, -117.0992722 32.9133138, -117.099339 32.9133169, -117.0995626 32.9133292, -117.0995407 32.9135196, -117.0995132 32.9135424, -117.0994809 32.9135595))",92131,0,4037.0,71097.0,0.0,0.8217522658610272,0.3685800604229607,0.7129909365558912,0.20090634441087613,0.3851963746223565,0.9108761329305136,0.4108761329305136,-0.1105740181268882,-0.14259818731117824,0.020090634441087614,0.07703927492447131,0.09108761329305137,0.7082981102233373
79135713,parking,yes,no,surface,,UNZONED,Other,0.0,0.0,5.0,False,True,False,False,5.0,1,111.23185917163576,"POLYGON ((-117.1467441 32.7351983, -117.1467321 32.734888, -117.1466905 32.7348249, -117.1466007 32.7348177, -117.1465329 32.7348123, -117.1464476 32.7348055, -117.1462615 32.7347906, -117.1461174 32.7347791, -117.1460414 32.734773, -117.1460065 32.7351294, -117.1467441 32.7351983))",92101,18977,4587.0,54497.0,0.04000000000000001,0.10574018126888217,0.8066465256797583,0.6888217522658611,0.8564954682779456,0.4637462235649547,0.7416918429003021,0.052870090634441085,-0.24199395770392745,-0.13776435045317223,0.08564954682779458,0.09274924471299095,0.07416918429003021,0.36508412642142296
81053567,parking,yes,no,surface,,RS-1-14,Residential Low,2.0,0.0,12.0,True,True,True,False,14.0,0,629.0101111771966,"POLYGON ((-117.1158573 32.9542839, -117.1158129 32.9543014, -117.1158202 32.9543228, -117.1158732 32.954398, -117.1158426 32.9545065, -117.1157465 32.9545433, -117.1156501 32.9545429, -117.1155568 32.9544586, -117.1154457 32.9541022, -117.1154004 32.9537794, -117.1153967 32.9537121, -117.1156233 32.953722, -117.1157137 32.9537205, -117.1157121 32.9537548, -117.1157639 32.9537567, -117.1157636 32.9538696, -117.1157833 32.9540443, -117.1158573 32.9542839))",92129,0,5575.0,49155.0,0.010000000000000002,0.540785498489426,0.3685800604229607,0.8021148036253777,0.20090634441087613,0.622356495468278,0.6435045317220544,0.270392749244713,-0.1105740181268882,-0.16042296072507556,0.020090634441087614,0.1244712990936556,0.06435045317220543,0.5931117231599903
82139855,parking,permissive,,,,,Multiple,6.0,0.0,0.0,True,False,True,False,6.0,0,533.4171934068088,"POLYGON ((-117.1460986 32.7537749, -117.1455756 32.753785, -117.1455769 32.7539057, -117.1451196 32.7539068, -117.145129 32.7533666, -117.1456802 32.7533643, -117.1456816 32.7534805, -117.1461 32.7534827, -117.1460986 32.7537749))",92103,20664,4474.0,43783.0,0.06999999999999999,0.4954682779456193,0.3685800604229607,0.7129909365558912,0.879154078549849,0.4199395770392749,0.513595166163142,0.24773413897280966,-0.1105740181268882,-0.14259818731117824,0.0879154078549849,0.083987915407855,0.05135951661631421,0.6558588530446403
85383793,parking,yes,no,surface,,AR-1-1,Agricultural,0.0,0.0,0.0,False,False,False,False,0.0,0,4561.52984194561,"POLYGON ((-117.106529 32.5432304, -117.1062818 32.5432466, -117.1059753 32.5432666, -117.1059815 32.5434587, -117.1065394 32.5434338, -117.106529 32.5432304))",91932,2347,5341.0,25600.0,0.0,0.9969788519637462,0.3685800604229607,0.2824773413897281,0.45317220543806647,0.6132930513595166,0.07854984894259819,0.4984894259818731,-0.1105740181268882,-0.05649546827794562,0.04531722054380665,0.12265861027190333,0.00785498489425982,0.8539172643233073
88161526,parking,yes,no,surface,,RM-4-10,Residential High,0.0,0.0,0.0,False,False,False,False,0.0,0,1402.9608065308132,"POLYGON ((-117.2095147 32.7750743, -117.2098688 32.7750201, -117.2099761 32.7756742, -117.209665 32.7757418, -117.2096167 32.7756471, -117.2095147 32.7750743))",92110,0,3978.0,42527.0,0.03,0.7854984894259819,0.3685800604229607,0.2824773413897281,0.20090634441087613,0.3217522658610272,0.43051359516616317,0.39274924471299094,-0.1105740181268882,-0.05649546827794562,0.020090634441087614,0.06435045317220543,0.04305135951661632,0.7419214092879933
88161527,parking,yes,no,surface,,RM-4-10,Residential High,0.0,0.0,0.0,False,False,False,False,0.0,0,1556.0630086114616,"POLYGON ((-117.2101898 32.7770006, -117.2102426 32.7771548, -117.2106253 32.7770621, -117.2105724 32.7769079, -117.2101898 32.7770006))",92110,0,3978.0,42527.0,0.03,0.8036253776435045,0.3685800604229607,0.2824773413897281,0.20090634441087613,0.3217522658610272,0.43051359516616317,0.40181268882175225,-0.1105740181268882,-0.05649546827794562,0.020090634441087614,0.06435045317220543,0.04305135951661632,0.7501022606419241
88161554,parking,yes,no,surface,,,Multiple,0.0,0.0,0.0,False,False,False,False,0.0,0,1117.266471284351,"POLYGON ((-117.2119076 32.7818441, -117.2117091 32.7818486, -117.2116555 32.7824259, -117.2115643 32.782895, -117.2114248 32.7832377, -117.2116448 32.7832964, -117.2117521 32.7829175, -117.2118057 32.7826695, -117.2118593 32.7823357, -117.2118915 32.7820651, -117.2119076 32.7818441))",92109,0,3978.0,42527.0,0.06999999999999999,0.7069486404833837,0.3685800604229607,0.2824773413897281,0.20090634441087613,0.3217522658610272,0.43051359516616317,0.35347432024169184,-0.1105740181268882,-0.05649546827794562,0.020090634441087614,0.06435045317220543,0.04305135951661632,0.7425758773963078
88161555,parking,yes,no,surface,,,Multiple,0.0,0.0,0.0,False,False,False,False,0.0,0,1149.0430384122722,"POLYGON ((-117.2097297 32.7815735, -117.2091718 32.782241, -117.2093059 32.7823222, -117.2098799 32.7816186, -117.2097297 32.7815735))",92109,0,3978.0,42527.0,0.06999999999999999,0.7280966767371602,0.3685800604229607,0.2824773413897281,0.20090634441087613,0.3217522658610272,0.43051359516616317,0.3640483383685801,-0.1105740181268882,-0.05649546827794562,0.020090634441087614,0.06435045317220543,0.04305135951661632,0.7521202039758939
88161570,parking,yes,no,surface,,,Multiple,0.0,0.0,0.0,False,False,False,False,0.0,0,1263.674379826412,"POLYGON ((-117.2114141 32.7810504, -117.2113122 32.7812037, -117.2110895 32.7811361, -117.2108642 32.7811383, -117.2106336 32.7811676, -117.2105692 32.7811992, -117.2104565 32.7810594, -117.2106255 32.781012, -117.2107918 32.7809557, -117.211001 32.7809489, -117.2112344 32.7809692, -117.2114141 32.7810504))",92109,0,3978.0,42527.0,0.06999999999999999,0.7522658610271903,0.3685800604229607,0.2824773413897281,0.20090634441087613,0.3217522658610272,0.43051359516616317,0.37613293051359514,-0.1105740181268882,-0.05649546827794562,0.020090634441087614,0.06435045317220543,0.04305135951661632,0.7630280057811349
88161576,parking,yes,no,surface,,,Multiple,0.0,0.0,0.0,False,False,False,False,0.0,0,788.3422310826002,"POLYGON ((-117.2087963 32.7843359, -117.2087265 32.7846606, -117.2085656 32.7853416, -117.2083859 32.7860249, -117.2079996 32.7859708, -117.2084368 32.784266, -117.2087963 32.7843359))",92109,0,3978.0,42527.0,0.06999999999999999,0.6132930513595166,0.3685800604229607,0.2824773413897281,0.20090634441087613,0.3217522658610272,0.43051359516616317,0.3066465256797583,-0.1105740181268882,-0.05649546827794562,0.020090634441087614,0.06435045317220543,0.04305135951661632,0.7003081454009981
